task_id,source,split,db_id,database_uid,scenario,scenario_zh,question,gold_sql,evidence,original_sample_index,original_source_path,schema_ref,schema_markdown_ref,knowledge_ref,execution_status,result_mode,result_columns,result_row_count,verification_sql,verification_result_row_count,is_corrected,correction_category,correction_type,correction_reason,original_question,original_gold_sql
task_000528,spider_data,train,train_station,spider_data__train_station,rail_train_station,铁路交通,Show all locations which don't have a train station with at least 15 platforms.,SELECT LOCATION FROM station EXCEPT SELECT LOCATION FROM station WHERE number_of_platforms  >=  15,,527,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__train_station.json,schemas/by_database/spider_data__train_station.md,knowledge/by_database/spider_data__train_station_knowledge_database.md,ok,full_rows,"[""Location""]",1,,,False,,,,,
task_000529,spider_data,train,train_station,spider_data__train_station,rail_train_station,铁路交通,Show the location with most number of train stations.,SELECT LOCATION FROM station GROUP BY LOCATION ORDER BY count(*) DESC LIMIT 1,,528,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__train_station.json,schemas/by_database/spider_data__train_station.md,knowledge/by_database/spider_data__train_station_knowledge_database.md,ok,full_rows,"[""Location""]",1,,,False,,,,,
task_000530,spider_data,train,train_station,spider_data__train_station,rail_train_station,铁路交通,"Show the name, time, and service for all trains.","SELECT name ,  TIME ,  service FROM train",,529,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__train_station.json,schemas/by_database/spider_data__train_station.md,knowledge/by_database/spider_data__train_station_knowledge_database.md,ok,full_rows,"[""Name"", ""Time"", ""Service""]",11,,,False,,,,,
task_000531,spider_data,train,train_station,spider_data__train_station,rail_train_station,铁路交通,Show the number of trains,SELECT count(*) FROM train,,530,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__train_station.json,schemas/by_database/spider_data__train_station.md,knowledge/by_database/spider_data__train_station_knowledge_database.md,ok,full_rows,"[""count(*)""]",1,,,False,,,,,
task_000532,spider_data,train,train_station,spider_data__train_station,rail_train_station,铁路交通,Show the name and service for all trains in order by time.,"SELECT name ,  service FROM train ORDER BY TIME",,531,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__train_station.json,schemas/by_database/spider_data__train_station.md,knowledge/by_database/spider_data__train_station_knowledge_database.md,ok,full_rows,"[""Name"", ""Service""]",11,,,False,,,,,
task_000533,spider_data,train,train_station,spider_data__train_station,rail_train_station,铁路交通,Show the station name and number of trains in each station.,"SELECT T2.name ,  count(*) FROM train_station AS T1 JOIN station AS T2 ON T1.station_id  =  T2.station_id GROUP BY T1.station_id",,532,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__train_station.json,schemas/by_database/spider_data__train_station.md,knowledge/by_database/spider_data__train_station_knowledge_database.md,ok,full_rows,"[""Name"", ""count(*)""]",7,,,False,,,,,
task_000534,spider_data,train,train_station,spider_data__train_station,rail_train_station,铁路交通,show the train name and station name for each train.,"SELECT T2.name ,  T3.name FROM train_station AS T1 JOIN station AS T2 ON T1.station_id  =  T2.station_id JOIN train AS T3 ON T3.train_id  =  T1.train_id",,533,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__train_station.json,schemas/by_database/spider_data__train_station.md,knowledge/by_database/spider_data__train_station_knowledge_database.md,ok,full_rows,"[""Name"", ""Name""]",11,,,False,,,,,
task_000535,spider_data,train,train_station,spider_data__train_station,rail_train_station,铁路交通,Show all train names and times in stations in London in descending order by train time.,"SELECT T3.name ,  T3.time FROM train_station AS T1 JOIN station AS T2 ON T1.station_id  =  T2.station_id JOIN train AS T3 ON T3.train_id  =  T1.train_id WHERE T2.location  =  'London' ORDER BY T3.time DESC",,534,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__train_station.json,schemas/by_database/spider_data__train_station.md,knowledge/by_database/spider_data__train_station_knowledge_database.md,ok,full_rows,"[""Name"", ""Time""]",9,,,False,,,,,
task_000536,spider_data,train,train_station,spider_data__train_station,rail_train_station,铁路交通,Show the station name with greatest number of trains.,SELECT T2.name FROM train_station AS T1 JOIN station AS T2 ON T1.station_id  =  T2.station_id GROUP BY T1.station_id ORDER BY count(*) DESC LIMIT 1,,535,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__train_station.json,schemas/by_database/spider_data__train_station.md,knowledge/by_database/spider_data__train_station_knowledge_database.md,ok,full_rows,"[""Name""]",1,,,False,,,,,
task_000537,spider_data,train,train_station,spider_data__train_station,rail_train_station,铁路交通,Show the station name with at least two trains.,SELECT T2.name FROM train_station AS T1 JOIN station AS T2 ON T1.station_id  =  T2.station_id GROUP BY T1.station_id HAVING count(*)  >=  2,,536,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__train_station.json,schemas/by_database/spider_data__train_station.md,knowledge/by_database/spider_data__train_station_knowledge_database.md,ok,full_rows,"[""Name""]",3,,,False,,,,,
task_000538,spider_data,train,train_station,spider_data__train_station,rail_train_station,铁路交通,Show all locations with only 1 station.,SELECT LOCATION FROM station GROUP BY LOCATION HAVING count(*)  =  1,,537,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__train_station.json,schemas/by_database/spider_data__train_station.md,knowledge/by_database/spider_data__train_station_knowledge_database.md,ok,full_rows,"[""Location""]",2,,,False,,,,,
task_000539,spider_data,train,train_station,spider_data__train_station,rail_train_station,铁路交通,Show station names without any trains.,SELECT name FROM station WHERE station_id NOT IN (SELECT station_id FROM train_station),,538,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__train_station.json,schemas/by_database/spider_data__train_station.md,knowledge/by_database/spider_data__train_station_knowledge_database.md,ok,full_rows,"[""Name""]",5,,,False,,,,,
task_000540,spider_data,train,train_station,spider_data__train_station,rail_train_station,铁路交通,"What are the names of the stations which serve both ""Ananthapuri Express"" and ""Guruvayur Express"" trains?","SELECT T2.name FROM train_station AS T1 JOIN station AS T2 ON T1.station_id  =  T2.station_id JOIN train AS T3 ON T3.train_id  =  T1.train_id WHERE T3.Name  =  ""Ananthapuri Express"" INTERSECT SELECT T2.name FROM train_station AS T1 JOIN station AS T2 ON T1.station_id  =  T2.station_id JOIN train AS T3 ON T3.train_id  =  T1.train_id WHERE T3.Name  =  ""Guruvayur Express""",,539,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__train_station.json,schemas/by_database/spider_data__train_station.md,knowledge/by_database/spider_data__train_station_knowledge_database.md,ok,full_rows,"[""Name""]",1,,,False,,,,,
task_000541,spider_data,train,train_station,spider_data__train_station,rail_train_station,铁路交通,Find the names of the trains that do not pass any station located in London.,"SELECT T2.name FROM train_station AS T1 JOIN train AS T2 ON T1.train_id  =  T2.train_id WHERE T1.station_id NOT IN (SELECT T4.station_id FROM train_station AS T3 JOIN station AS T4 ON T3.station_id  =  T4.station_id WHERE t4.location  =  ""London"")",,540,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__train_station.json,schemas/by_database/spider_data__train_station.md,knowledge/by_database/spider_data__train_station_knowledge_database.md,ok,full_rows,"[""Name""]",2,,,False,,,,,
task_000542,spider_data,train,train_station,spider_data__train_station,rail_train_station,铁路交通,List the names and locations of all stations ordered by their yearly entry exit and interchange amounts.,"SELECT name ,  LOCATION FROM station ORDER BY Annual_entry_exit ,  Annual_interchanges",,541,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__train_station.json,schemas/by_database/spider_data__train_station.md,knowledge/by_database/spider_data__train_station_knowledge_database.md,ok,full_rows,"[""Name"", ""Location""]",12,,,False,,,,,
task_000543,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,Find the name of the airport in the city of Goroka.,SELECT name FROM airports WHERE city  =  'Goroka',,542,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""name""]",1,,,False,,,,,
task_000544,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,What are the names of the airports in the city of Goroka?,SELECT name FROM airports WHERE city  =  'Goroka',,543,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""name""]",1,,,False,,,,,
task_000545,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,"Find the name, city, country, and altitude (or elevation) of the airports in the city of New York.","SELECT name ,  city ,  country ,  elevation FROM airports WHERE city  =  'New York'",,544,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""name"", ""city"", ""country"", ""elevation""]",4,,,False,,,,,
task_000546,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,"What is the name, city, country, and elevation for every airport in the city of New York?","SELECT name ,  city ,  country ,  elevation FROM airports WHERE city  =  'New York'",,545,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""name"", ""city"", ""country"", ""elevation""]",4,,,False,,,,,
task_000547,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,How many airlines are there?,SELECT count(*) FROM airlines,,546,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""count(*)""]",1,,,False,,,,,
task_000548,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,What is the total number of airlines?,SELECT count(*) FROM airlines,,547,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""count(*)""]",1,,,False,,,,,
task_000549,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,How many airlines does Russia has?,SELECT count(*) FROM airlines WHERE country  =  'Russia',,548,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""count(*)""]",1,,,False,,,,,
task_000550,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,What is the number of airlines based in Russia?,SELECT count(*) FROM airlines WHERE country  =  'Russia',,549,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""count(*)""]",1,,,False,,,,,
task_000551,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,What is the maximum elevation of all airports in the country of Iceland?,SELECT max(elevation) FROM airports WHERE country  =  'Iceland',,550,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""max(elevation)""]",1,,,False,,,,,
task_000552,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,What is the highest elevation of an airport in the country of Iceland?,SELECT max(elevation) FROM airports WHERE country  =  'Iceland',,551,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""max(elevation)""]",1,,,False,,,,,
task_000553,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,Find the name of the airports located in Cuba or Argentina.,SELECT name FROM airports WHERE country  =  'Cuba' OR country  =  'Argentina',,552,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""name""]",126,,,False,,,,,
task_000554,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,What are the names of all airports in Cuba or Argentina?,SELECT name FROM airports WHERE country  =  'Cuba' OR country  =  'Argentina',,553,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""name""]",126,,,False,,,,,
task_000555,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,Find the country of the airlines whose name starts with 'Orbit'.,SELECT country FROM airlines WHERE name LIKE 'Orbit%',,554,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""country""]",6,,,False,,,,,
task_000556,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,What are the countries of all airlines whose names start with Orbit?,SELECT country FROM airlines WHERE name LIKE 'Orbit%',,555,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""country""]",6,,,False,,,,,
task_000557,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,Find the name of airports whose altitude is between -50 and 50.,SELECT name FROM airports WHERE elevation BETWEEN -50 AND 50,,556,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,verification_only,"[""name""]",1585,SELECT COUNT(*) AS result_row_count FROM (SELECT name FROM airports WHERE elevation BETWEEN -50 AND 50) AS verification_subquery,1585,False,,,,,
task_000558,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,What are the names of all airports whose elevation is between -50 and 50?,SELECT name FROM airports WHERE elevation BETWEEN -50 AND 50,,557,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,verification_only,"[""name""]",1585,SELECT COUNT(*) AS result_row_count FROM (SELECT name FROM airports WHERE elevation BETWEEN -50 AND 50) AS verification_subquery,1585,False,,,,,
task_000559,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,Which country is the airport that has the highest altitude located in?,SELECT country FROM airports ORDER BY elevation DESC LIMIT 1,,558,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""country""]",1,,,False,,,,,
task_000560,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,What is the country of the airport with the highest elevation?,SELECT country FROM airports ORDER BY elevation DESC LIMIT 1,,559,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""country""]",1,,,False,,,,,
task_000561,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,Find the number of airports whose name contain the word 'International'.,SELECT count(*) FROM airports WHERE name LIKE '%International%',,560,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""count(*)""]",1,,,False,,,,,
task_000562,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,How many airports' names have the word International in them?,SELECT count(*) FROM airports WHERE name LIKE '%International%',,561,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""count(*)""]",1,,,True,评测标准有问题,question,题面拼写为 Interanation，但 Gold 搜索 International；数据集意图明显是 International，因此修正题面拼写以对齐 Gold。,How many airports' names have the word Interanation in them?,SELECT count(*) FROM airports WHERE name LIKE '%International%'
task_000563,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,How many different cities do have some airport in the country of Greenland?,SELECT count(DISTINCT city) FROM airports WHERE country  =  'Greenland',,562,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""count(DISTINCT city)""]",1,,,False,,,,,
task_000564,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,In how many cities are there airports in the country of Greenland?,SELECT count(DISTINCT city) FROM airports WHERE country  =  'Greenland',,563,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""count(DISTINCT city)""]",1,,,False,,,,,
task_000565,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,Find the number of routes operated by American Airlines.,SELECT count(*) FROM airlines AS T1 JOIN routes AS T2 ON T1.alid  =  T2.alid WHERE T1.name  =  'American Airlines',,564,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""count(*)""]",1,,,False,,,,,
task_000566,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,How many routes does American Airlines operate?,SELECT count(*) FROM airlines AS T1 JOIN routes AS T2 ON T1.alid  =  T2.alid WHERE T1.name  =  'American Airlines',,565,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""count(*)""]",1,,,False,,,,,
task_000567,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,Find the number of routes whose destination airports are in Canada.,SELECT count(*) FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.dst_apid WHERE country  =  'Canada',,566,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""count(*)""]",1,,,False,,,,,
task_000568,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,How many routes end in a Canadian airport?,SELECT count(*) FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.dst_apid WHERE country  =  'Canada',,567,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""count(*)""]",1,,,False,,,,,
task_000569,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,"Find the name, city, and country of the airport that has the lowest altitude.","SELECT name ,  city ,  country FROM airports ORDER BY elevation LIMIT 1",,568,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""name"", ""city"", ""country""]",1,,,False,,,,,
task_000570,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,"What is the name, city, and country of the airport with the lowest altitude?","SELECT name ,  city ,  country FROM airports ORDER BY elevation LIMIT 1",,569,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""name"", ""city"", ""country""]",1,,,False,,,,,
task_000571,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,"Find the name, city, and country of the airport that has the highest latitude.","SELECT name, city, country FROM airports ORDER BY y DESC LIMIT 1",,570,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""name"", ""city"", ""country""]",1,,,True,评测标准有问题,sql,题目问 highest latitude，应按纬度列 y 排序；原 Gold 按 elevation 排序，语义不符。,"Find the name, city, and country of the airport that has the highest latitude.","SELECT name ,  city ,  country FROM airports ORDER BY elevation DESC LIMIT 1"
task_000572,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,"What is the name, city, and country of the airport with the highest elevation?","SELECT name ,  city ,  country FROM airports ORDER BY elevation DESC LIMIT 1",,571,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""name"", ""city"", ""country""]",1,,,False,,,,,
task_000573,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,Find the name and city of the airport which is the destination of the most number of routes.,"SELECT T1.name ,  T1.city ,  T2.dst_apid FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.dst_apid GROUP BY T2.dst_apid ORDER BY count(*) DESC LIMIT 1",,572,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""name"", ""city"", ""dst_apid""]",1,,,False,,,,,
task_000574,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,What is the name and city of the airport that the most routes end at?,"SELECT T1.name ,  T1.city ,  T2.dst_apid FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.dst_apid GROUP BY T2.dst_apid ORDER BY count(*) DESC LIMIT 1",,573,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""name"", ""city"", ""dst_apid""]",1,,,False,,,,,
task_000575,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,Find the names of the top 10 airlines that operate the most number of routes.,"SELECT T1.name ,  T2.alid FROM airlines AS T1 JOIN routes AS T2 ON T1.alid  =  T2.alid GROUP BY T2.alid ORDER BY count(*) DESC LIMIT 10",,574,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""name"", ""alid""]",10,,,False,,,,,
task_000576,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,"For the airline ids with the top 10 most routes operated, what are their names?","SELECT T1.name ,  T2.alid FROM airlines AS T1 JOIN routes AS T2 ON T1.alid  =  T2.alid GROUP BY T2.alid ORDER BY count(*) DESC LIMIT 10",,575,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""name"", ""alid""]",10,,,False,,,,,
task_000577,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,Find the name and city of the airport which is the source for the most number of flight routes.,"SELECT T1.name ,  T1.city ,  T2.src_apid FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.src_apid GROUP BY T2.src_apid ORDER BY count(*) DESC LIMIT 1",,576,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""name"", ""city"", ""src_apid""]",1,,,False,,,,,
task_000578,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,What is the name and city of the airport from most of the routes start?,"SELECT T1.name ,  T1.city ,  T2.src_apid FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.src_apid GROUP BY T2.src_apid ORDER BY count(*) DESC LIMIT 1",,577,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""name"", ""city"", ""src_apid""]",1,,,False,,,,,
task_000579,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,Find the number of different airports which are the destinations of the American Airlines.,SELECT count(DISTINCT dst_apid) FROM airlines AS T1 JOIN routes AS T2 ON T1.alid  =  T2.alid WHERE T1.name  =  'American Airlines',,578,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""count(DISTINCT dst_apid)""]",1,,,False,,,,,
task_000580,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,What is the number of different different airports that are destinations for American Airlines?,SELECT count(DISTINCT dst_apid) FROM airlines AS T1 JOIN routes AS T2 ON T1.alid  =  T2.alid WHERE T1.name  =  'American Airlines',,579,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""count(DISTINCT dst_apid)""]",1,,,False,,,,,
task_000581,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,Which countries has the most number of airlines?,SELECT country FROM airlines GROUP BY country ORDER BY count(*) DESC LIMIT 1,,580,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""country""]",1,,,False,,,,,
task_000582,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,What is the name of the country with the most number of home airlines?,SELECT country FROM airlines GROUP BY country ORDER BY count(*) DESC LIMIT 1,,581,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""country""]",1,,,False,,,,,
task_000583,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,Which countries has the most number of airlines whose active status is 'Y'?,SELECT country FROM airlines WHERE active  =  'Y' GROUP BY country ORDER BY count(*) DESC LIMIT 1,,582,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""country""]",1,,,False,,,,,
task_000584,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,What are the countries with the most airlines whose active status is Y?,SELECT country FROM airlines WHERE active  =  'Y' GROUP BY country ORDER BY count(*) DESC LIMIT 1,,583,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""country""]",1,,,False,,,,,
task_000585,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,List all countries and their number of airlines in the descending order of number of airlines.,"SELECT country ,  count(*) FROM airlines GROUP BY country ORDER BY count(*) DESC",,584,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""country"", ""count(*)""]",278,,,False,,,,,
task_000586,spider_data,train,flight_4,spider_data__flight_4,aviation_airport,机场航空,How many airlines operate out of each country in descending order?,"SELECT country ,  count(*) FROM airlines GROUP BY country ORDER BY count(*) DESC",,585,spider_data/train_spider_traffic.json,schemas/by_database/spider_data__flight_4.json,schemas/by_database/spider_data__flight_4.md,knowledge/by_database/spider_data__flight_4_knowledge_database.md,ok,full_rows,"[""country"", ""count(*)""]",278,,,False,,,,,
